기준일자,기준시,전력사용량(MWh),datetime,기온(°C),강수량(mm),풍속(m/s),습도(%),일사(MJ/m2),전운량(10분위),미세먼지(PM10),초미세먼지(PM25),hour,dayofweek,month,is_weekend,is_holiday,is_off,CDD,HDD,lag_24,lag_168,rolling_24h,체감온도,불쾌지수,태양광추정
2023-11-03,11,5358,2023-11-03 11:00,21.3,,3.3,74,1.12,8,29.8974359,12.71794872,11,4,11,0,0,0,3.3,0,5305,5139,4576.166667,20.1248,68.06478,0.2016
2023-11-03,12,5397,2023-11-03 12:00,21.6,,3.4,73,1,5,32.74358974,15.41025641,12,4,11,0,0,0,3.6,0,5348,5151,4578.375,20.3472,68.46362,0.18
2023-11-03,13,5429,2023-11-03 13:00,22.3,,4.4,71,1.45,8,36.21052632,17.97368421,13,4,11,0,0,0,4.3,0,5387,5151,4580.416667,20.8732,69.39477,0.261
2023-11-03,14,5503,2023-11-03 14:00,20.9,,2.9,81,0.49,9,39.64102564,18.89473684,14,4,11,0,0,0,2.9,0,5463,5162,4582.166667,20.0716,67.84681,0.0882
2023-11-03,15,5498,2023-11-03 15:00,21.3,0.1,3,78,0.58,10,41.7,20.5,15,4,11,0,0,0,3.3,0,5473,5168,4583.833333,20.3056,68.30866,0.1044
2023-11-03,16,5470,2023-11-03 16:00,21,,2.6,79,0.28,10,42.05,19.375,16,4,11,0,0,0,3,0,5446,5156,4584.875,20.076,67.892,0.0504
2023-11-03,17,5484,2023-11-03 17:00,20.6,,3.3,80,0.12,10,43.6,19.9,17,4,11,0,0,0,2.6,0,5450,5171,4585.875,19.752,67.3092,0.0216
2023-11-03,18,5585,2023-11-03 18:00,19.7,0.2,2.4,88,0,8,44,19.9,18,4,11,0,0,0,1.7,0,5538,5263,4587.291667,19.2344,66.22844,0
2023-11-03,19,5463,2023-11-03 19:00,19,,3,92,,10,47.4,21.75,19,4,11,0,0,0,1,0,5459,5208,4589.25,18.712,65.2044,0
2023-11-03,20,5259,2023-11-03 20:00,19,,0.8,92,,10,43.92307692,21.425,20,4,11,0,0,0,1,0,5261,5020,4589.416667,18.712,65.2044,0
2023-11-03,21,4997,2023-11-03 21:00,18.8,8.2,1.7,91,,9,48.375,24.75,21,4,11,0,0,0,0.8,0,4985,4785,4589.333333,18.4832,64.82402,0
2023-11-03,22,4682,2023-11-03 22:00,18.4,,1.9,91,,10,52.825,24.2,22,4,11,0,0,0,0.4,0,4679,4492,4589.833333,18.0976,64.13966,0
2023-11-03,23,4315,2023-11-03 23:00,18,,1.2,92,,10,57.725,26.075,23,4,11,0,0,0,0,0,4319,4150,4589.958333,17.744,63.4836,0
2023-11-03,24,3975,2023-11-04 0:00,17.7,,1.3,92,,8,62.95,26.175,0,5,11,1,0,1,0,0.3,3958,3843,4589.791667,17.4536,62.96736,0
2023-11-04,1,3639,2023-11-04 1:00,17.3,,1.4,92,,8,68.075,26.95,1,5,11,1,0,1,0,0.7,3609,3535,4590.5,17.0664,62.27904,0
2023-11-04,2,3327,2023-11-04 2:00,16.6,,1.5,91,,9,70.5,25.45,2,5,11,1,0,1,0,1.4,3300,3239,4591.75,16.3624,61.06004,0
2023-11-04,3,3152,2023-11-04 3:00,16.2,,1.1,91,,8,74.375,25.725,3,5,11,1,0,1,0,1.8,3148,3073,4592.875,15.9768,60.37568,0
2023-11-04,4,3058,2023-11-04 4:00,15.8,,1.9,90,,8,73.175,25,4,5,11,1,0,1,0,2.2,3079,2988,4593.041667,15.568,59.6848,0
2023-11-04,5,3054,2023-11-04 5:00,15,,1.9,84,,8,72.025,25.325,5,5,11,1,0,1,0,3,3102,2993,4592.166667,14.68,58.3324,0
2023-11-04,6,3175,2023-11-04 6:00,14.8,,1,86,,3,71.3,24,6,5,11,1,0,1,0,3.2,3320,3121,4590.166667,14.5312,57.99732,0
2023-11-04,7,3388,2023-11-04 7:00,14.2,,2,88,,5,71.75,24.15,7,5,11,1,0,1,0,3.8,3779,3337,4584.125,13.9984,56.98184,0
2023-11-04,8,3662,2023-11-04 8:00,14.5,,2.5,88,0.12,7,68.125,22.625,8,5,11,1,0,1,0,3.5,4368,3614,4567.833333,14.284,57.4862,0.0216
2023-11-04,9,3997,2023-11-04 9:00,16,,2.9,82,0.55,7,68.225,22.9,9,5,11,1,0,1,0,2,4861,3923,4538.416667,15.568,59.957,0.099
2023-11-04,10,4313,2023-11-04 10:00,17.1,,2.9,75,0.98,9,66.1,21.75,10,5,11,1,0,1,0,0.9,5191,4201,4502.416667,16.39,61.60525,0.1764
2023-11-04,11,4550,2023-11-04 11:00,17.7,,3.2,73,0.71,9,65.125,22.025,11,5,11,1,0,1,0,0.3,5358,4396,4465.833333,16.8684,62.48609,0.1278
2023-11-04,12,4598,2023-11-04 12:00,18.6,,3.7,70,1.12,9,59.775,19.65,12,5,11,1,0,1,0.6,0,5397,4438,4432.166667,17.568,63.7628,0.2016
2023-11-04,13,4626,2023-11-04 13:00,19.7,,3.6,66,1.32,8,48.5,17.025,13,5,11,1,0,1,1.7,0,5429,4455,4398.875,18.3808,65.23558,0.2376
2023-11-04,14,4591,2023-11-04 14:00,20.3,,2.9,65,1.35,7,41.9,16.475,14,5,11,1,0,1,2.3,0,5503,4411,4365.416667,18.858,66.06255,0.243
2023-11-04,15,4561,2023-11-04 15:00,20.9,,2.6,65,1.17,6,44.1,18,15,5,11,1,0,1,2.9,0,5498,4380,4327.416667,19.374,66.93465,0.2106
2023-11-04,16,4537,2023-11-04 16:00,20.6,,3,65,0.63,7,40.1,17.975,16,5,11,1,0,1,2.6,0,5470,4355,4288.375,19.116,66.4986,0.1134
2023-11-04,17,4554,2023-11-04 17:00,20,,3.4,66,0.35,7,34.97435897,15.95,17,5,11,1,0,1,2,0,5484,4385,4249.5,18.64,65.6746,0.063
2023-11-04,18,4706,2023-11-04 18:00,19.1,,3.2,67,0.02,3,28.2,12.625,18,5,11,1,0,1,1.1,0,5585,4520,4210.75,17.8988,64.39673,0.0036
2023-11-04,19,4768,2023-11-04 19:00,18.3,,2.8,68,,5,21.76923077,11.75,19,5,11,1,0,1,0.3,0,5463,4627,4174.125,17.2376,63.24936,0
2023-11-04,20,4695,2023-11-04 20:00,17.6,,3.3,70,,5,18.43589744,10.125,20,5,11,1,0,1,0,0.4,5259,4570,4145.166667,16.688,62.2598,0
2023-11-04,21,4545,2023-11-04 21:00,17.2,,4.1,71,,1,16.125,9.35,21,5,11,1,0,1,0,0.8,4997,4432,4121.666667,16.3648,61.67898,0
2023-11-04,22,4329,2023-11-04 22:00,16.9,,4,71,,6,13.15,6.825,22,5,11,1,0,1,0,1.1,4682,4231,4102.833333,16.0996,61.22511,0
2023-11-04,23,4052,2023-11-04 23:00,16.6,,3.4,73,,6,11.81578947,6.25,23,5,11,1,0,1,0,1.4,4315,3964,4088.125,15.8872,60.80012,0
2023-11-04,24,3767,2023-11-05 0:00,16.7,,3.1,72,,8,10.3,5.075,0,6,11,1,0,1,0,1.3,3975,3694,4077.166667,15.9496,60.93796,0
2023-11-05,1,3446,2023-11-05 1:00,16.6,,3.4,72,,4,9.794871795,4.975,1,6,11,1,0,1,0,1.4,3639,3369,4068.5,15.8608,60.78568,0
2023-11-05,2,3209,2023-11-05 2:00,16.2,,3.8,79,,10,10,4.775,2,6,11,1,0,1,0,1.8,3327,3131,4060.458333,15.6792,60.24992,0
2023-11-05,3,3054,2023-11-05 3:00,16,0.1,4.1,80,,5,9.871794872,4.725,3,6,11,1,0,1,0,2,3152,2979,4055.541667,15.52,59.94,0
2023-11-05,4,2965,2023-11-05 4:00,16,,2.9,79,,8,7.2,3.225,4,6,11,1,0,1,0,2,3058,2899,4051.458333,15.496,59.9315,0
2023-11-05,5,2954,2023-11-05 5:00,16.2,,3.9,81,,9,7.588235294,4,5,6,11,1,0,1,0,1.8,3054,2896,4047.583333,15.7288,60.27088,0
2023-11-05,6,3048,2023-11-05 6:00,15.7,0.2,3.1,84,,10,7,3.475,6,6,11,1,0,1,0,2.3,3175,3001,4043.416667,15.3352,59.48152,0
2023-11-05,7,3228,2023-11-05 7:00,15.2,,3.2,91,,10,7.897435897,4.125,7,6,11,1,0,1,0,2.8,3388,3184,4038.125,15.0128,58.66478,0
2023-11-05,8,3456,2023-11-05 8:00,15.1,,4.5,92,0.04,9,8.256410256,3.725,8,6,11,1,0,1,0,2.9,3662,3418,4031.458333,14.9368,58.49328,0.0072
2023-11-05,9,3746,2023-11-05 9:00,15.8,4.4,2.8,90,0.34,9,8.315789474,3.975,9,6,11,1,0,1,0,2.2,3997,3657,4022.875,15.568,59.6848,0.0612
2023-11-05,10,4046,2023-11-05 10:00,15.9,,2.2,92,0.21,10,8.526315789,3.825,10,6,11,1,0,1,0,2.1,4313,3886,4012.416667,15.7112,59.86992,0.0378
2023-11-05,11,4286,2023-11-05 11:00,16.1,,3.8,95,0.35,10,10.11111111,5.45,11,6,11,1,0,1,0,1.9,4550,4071,4001.291667,15.978,60.24255,0.063
2023-11-05,12,4353,2023-11-05 12:00,17,2.7,3.6,93,0.86,9,8.702702703,4.625,12,6,11,1,0,1,0,1,4598,4128,3990.291667,16.804,61.7812,0.1548
2023-11-05,13,4430,2023-11-05 13:00,17.5,,2.8,89,0.76,9,9.676470588,5.05,13,6,11,1,0,1,0,0.5,4626,4182,3980.083333,17.17,62.55315,0.1368
2023-11-05,14,4441,2023-11-05 14:00,18,,3.8,87,0.51,10,10.33333333,6.05,14,6,11,1,0,1,0,0,4591,4191,3971.916667,17.584,63.3421,0.0918
2023-11-05,15,4440,2023-11-05 15:00,18.3,0,3.4,86,0.41,10,12.575,6.75,15,6,11,1,0,1,0.3,0,4561,4183,3965.666667,17.8352,63.81222,0.0738
2023-11-05,16,4450,2023-11-05 16:00,18.4,,3.6,84,0.17,10,13.75,7,16,6,11,1,0,1,0.4,0,4537,4197,3960.625,17.8624,63.91384,0.0306
2023-11-05,17,4525,2023-11-05 17:00,18.5,,3,84,0.08,10,15.57894737,8.35,17,6,11,1,0,1,0.5,0,4554,4270,3957,17.956,64.078,0.0144
2023-11-05,18,4708,2023-11-05 18:00,18.7,0,2.3,83,0.02,10,19.875,11.7,18,6,11,1,0,1,0.7,0,4706,4474,3955.791667,18.1084,64.37109,0.0036
2023-11-05,19,4826,2023-11-05 19:00,20.1,,2.8,74,,10,28.53846154,19.55,19,6,11,1,0,1,2.1,0,4768,4633,3955.875,19.0496,66.21366,0
2023-11-05,20,4765,2023-11-05 20:00,19.7,,3.8,78,,10,33.25,25.125,20,6,11,1,0,1,1.7,0,4695,4598,3958.291667,18.8464,65.77714,0
2023-11-05,21,4614,2023-11-05 21:00,18.4,1.6,3.3,90,,10,33.97368421,27.775,21,6,11,1,0,1,0.4,0,4545,4472,3961.208333,18.064,64.1074,0
2023-11-05,22,4380,2023-11-05 22:00,18,,2.7,91,,10,28.91666667,23.35,22,6,11,1,0,1,0,0,4329,4263,3964.083333,17.712,63.4553,0
2023-11-05,23,4083,2023-11-05 23:00,18.1,,2.9,89,,10,22.625,18.23076923,23,6,11,1,0,1,0.1,0,4052,3976,3966.208333,17.7436,63.56781,0
2023-11-05,24,3745,2023-11-06 0:00,18.5,1.4,2.2,90,,10,19.8,15.84615385,0,0,11,0,0,0,0.5,0,3767,3648,3967.5,18.16,64.2775,0
2023-11-06,1,3400,2023-11-06 1:00,18.4,,2.3,94,,10,18.84615385,14.725,1,0,11,0,0,0,0.4,0,3446,3311,3966.583333,18.1984,64.23644,0
2023-11-06,2,3168,2023-11-06 2:00,19.2,,4.4,94,,10,16.14285714,11.925,2,0,11,0,0,0,1.2,0,3209,3083,3964.666667,18.9792,65.62892,0
2023-11-06,3,3043,2023-11-06 3:00,19.1,14.8,3.5,97,,10,13.08108108,7.925,3,0,11,0,0,0,1.1,0,3054,2950,3962.958333,18.9908,65.57243,0
2023-11-06,4,2994,2023-11-06 4:00,19.2,,5.3,96,,10,7.575,3.275,4,0,11,0,0,0,1.2,0,2965,2885,3962.5,19.0528,65.70928,0
2023-11-06,5,3032,2023-11-06 5:00,18.9,,4.7,93,,10,7.333333333,2.55,5,0,11,0,0,0,0.9,0,2954,2925,3963.708333,18.6508,65.06953,0
2023-11-06,6,3254,2023-11-06 6:00,18.8,19,4.6,93,,10,13.475,4.25,6,0,11,0,0,0,0.8,0,3048,3163,3966.958333,18.5536,64.89646,0
2023-11-06,7,3738,2023-11-06 7:00,18.9,,5.1,94,,10,21.225,8.475,7,0,11,0,0,0,0.9,0,3228,3637,3975.541667,18.6864,65.10674,0
2023-11-06,8,4347,2023-11-06 8:00,16.9,,6,94,0.01,10,18.34210526,8.5,8,0,11,0,0,0,0,1.1,3456,4236,3996.791667,16.7344,61.62554,0.0018
2023-11-06,9,4860,2023-11-06 9:00,15.4,7,4.7,90,0.03,10,9.684210526,5.375,9,0,11,0,0,0,0,2.6,3746,4688,4033.916667,15.184,59.0044,0.0054
2023-11-06,10,5164,2023-11-06 10:00,15.2,,4.8,84,0.44,9,17.65,6.575,10,0,11,0,0,0,0,2.8,4046,4961,4080.333333,14.8672,58.66072,0.0792
2023-11-06,11,5285,2023-11-06 11:00,15.1,,5.5,80,0.48,8,24.20512821,8.974358974,11,0,11,0,0,0,0,2.9,4286,5093,4126.916667,14.692,58.4982,0.0864
2023-11-06,12,5284,2023-11-06 12:00,14.7,0.3,5.5,83,0.79,9,22.48717949,9.58974359,12,0,11,0,0,0,0,3.3,4353,5103,4168.541667,14.3804,57.84429,0.1422
2023-11-06,13,5302,2023-11-06 13:00,15.2,,3.8,75,0.57,9,17.67567568,7.432432432,13,0,11,0,0,0,0,2.8,4430,5109,4207.333333,14.68,58.6555,0.1026
2023-11-06,14,5291,2023-11-06 14:00,15,,4.8,69,0.89,8,15.1025641,4.461538462,14,0,11,0,0,0,0,3,4441,5140,4243.666667,14.38,58.3534,0.1602
2023-11-06,15,5261,2023-11-06 15:00,13.2,0,6.9,70,0.64,8,19.05128205,5.512820513,15,0,11,0,0,0,0,4.8,4440,5159,4279.083333,12.816,55.6466,0.1152
2023-11-06,16,5228,2023-11-06 16:00,12.1,,4.4,71,0.48,9,20.84615385,5.552631579,16,0,11,0,0,0,0,5.9,4450,5161,4313.291667,11.8564,53.96319,0.0864
2023-11-06,17,5264,2023-11-06 17:00,11.9,,4.3,59,0.07,7,26.35897436,7.41025641,17,0,11,0,0,0,0,6.1,4525,5195,4345.708333,11.5884,54.04569,0.0126
2023-11-06,18,5378,2023-11-06 18:00,10.9,0.4,5.5,71,0.02,8,59.9,13.05,18,0,11,0,0,0,0,7.1,4708,5327,4376.5,10.7956,52.14771,0.0036
2023-11-06,19,5328,2023-11-06 19:00,10.2,,5,69,,9,53.35,12.87179487,19,0,11,0,0,0,0,7.8,4826,5307,4404.416667,10.1752,51.18652,0
2023-11-06,20,5146,2023-11-06 20:00,8.7,,4,77,,6,33.775,9.175,20,0,11,0,0,0,0,9.3,4765,5123,4425.333333,8.8196,48.43671,0
2023-11-06,21,4882,2023-11-06 21:00,7.4,0.7,4.5,86,,10,24.85,7.95,21,0,11,0,0,0,0,10.6,4614,4863,4441.208333,7.5456,45.70296,0
2023-11-06,22,4589,2023-11-06 22:00,6.8,,5,90,,10,19.475,6.45,22,0,11,0,0,0,0,11.2,4380,4551,4452.375,6.928,44.3758,0
2023-11-06,23,4223,2023-11-06 23:00,6.9,,4.4,83,,5,13.7,5,23,0,11,0,0,0,0,11.1,4083,4186,4461.083333,7.1108,45.11703,0
2023-11-06,24,3856,2023-11-07 0:00,6.7,3.6,2.8,89,,10,11.275,5.275,0,1,11,0,0,0,0,11.3,3745,3824,4466.916667,6.8452,44.28927,0
2023-11-07,1,3509,2023-11-07 1:00,7.3,,5.8,72,,9,13.51282051,7.7,1,1,11,0,0,0,0,10.7,3400,3480,4471.541667,7.6024,46.62364,0
2023-11-07,2,3220,2023-11-07 2:00,6.8,,6.2,70,,3,15.375,6.725,2,1,11,0,0,0,0,11.2,3168,3193,4476.083333,7.184,46.0274,0
2023-11-07,3,3072,2023-11-07 3:00,5.6,0,5.7,68,,4,15.5,6.775,3,1,11,0,0,0,0,12.4,3043,3049,4478.25,6.1632,44.41272,0
2023-11-07,4,3007,2023-11-07 4:00,5.5,,4,68,,9,14.9,5.575,4,1,11,0,0,0,0,12.5,2994,2983,4479.458333,6.076,44.2644,0
2023-11-07,5,3040,2023-11-07 5:00,5.2,,4.6,68,,9,15.71052632,6.925,5,1,11,0,0,0,0,12.8,3032,3012,4480,5.8144,43.81944,0
2023-11-07,6,3277,2023-11-07 6:00,4.4,,4.1,65,,3,15.9,6.225,6,1,11,0,0,0,0,13.6,3254,3238,4480.333333,5.184,42.9519,0
2023-11-07,7,3758,2023-11-07 7:00,3.8,,3.7,68,,2,16.275,6.5,7,1,11,0,0,0,0,14.2,3738,3697,4481.291667,4.5936,41.74296,0
2023-11-07,8,4380,2023-11-07 8:00,3.7,,3.3,70,0.1,3,17.175,6.05,8,1,11,0,0,0,0,14.3,4347,4282,4482.125,4.456,41.3681,0.018
2023-11-07,9,4895,2023-11-07 9:00,3.9,,2.8,68,0.48,6,19.325,5.5,9,1,11,0,0,0,0,14.1,4860,4741,4483.5,4.6808,41.89128,0.0864
2023-11-07,10,5201,2023-11-07 10:00,4.7,,3.5,62,1.5,3,24,5.871794872,10,1,11,0,0,0,0,13.3,5164,5005,4484.958333,5.5056,43.69806,0.27
2023-11-07,11,5236,2023-11-07 11:00,5.6,,3.2,59,1.86,1,31.95,8.625,11,1,11,0,0,0,0,12.4,5285,5168,4486.5,6.3216,45.26286,0.3348
2023-11-07,12,5318,2023-11-07 12:00,7,,3.4,54,2.3,0,28.28947368,7.026315789,12,1,11,0,0,0,0,11,5284,5166,4484.458333,7.552,47.6176,0.414
2023-11-07,13,5264,2023-11-07 13:00,7.7,,3.3,47,2.38,0,25.21052632,8.189189189,13,1,11,0,0,0,0,10.3,5302,5148,4485.875,8.1876,49.07451,0.4284
2023-11-07,14,5263,2023-11-07 14:00,9.1,,3.3,45,2.21,0,24.79487179,8.230769231,14,1,11,0,0,0,0,8.9,5291,5176,4484.291667,9.298,50.97955,0.3978
2023-11-07,15,5239,2023-11-07 15:00,9.6,,2.8,47,1.77,0,26.025,8.3,15,1,11,0,0,0,0,8.4,5261,5159,4483.125,9.6848,51.49758,0.3186
2023-11-07,16,5222,2023-11-07 16:00,9.6,,2.8,49,1.2,0,24.12820513,7.307692308,16,1,11,0,0,0,0,8.4,5228,5156,4482.208333,9.6816,51.38786,0.216
2023-11-07,17,5271,2023-11-07 17:00,8.1,,3,54,0.5,0,24.46153846,8.179487179,17,1,11,0,0,0,0,9.9,5264,5228,4481.958333,8.4496,49.09666,0.09
2023-11-07,18,5428,2023-11-07 18:00,6.9,,2,58,0.04,0,24.51282051,8.435897436,18,1,11,0,0,0,0,11.1,5378,5356,4482.25,7.4208,47.15678,0.0072
2023-11-07,19,5391,2023-11-07 19:00,6.1,,2.1,64,,0,24.3,9.025,19,1,11,0,0,0,0,11.9,5328,5315,4484.333333,6.6616,45.51236,0
2023-11-07,20,5222,2023-11-07 20:00,5.6,,1.8,64,,0,23.075,8.925,20,1,11,0,0,0,0,12.4,5146,5142,4486.958333,6.2336,44.79056,0
2023-11-07,21,4969,2023-11-07 21:00,5.1,,0.9,68,,0,23.25641026,9.95,21,1,11,0,0,0,0,12.9,4882,4881,4490.125,5.7272,43.67112,0
2023-11-07,22,4672,2023-11-07 22:00,4.7,,1.5,71,,0,22.425,9.275,22,1,11,0,0,0,0,13.3,4589,4593,4493.75,5.3148,42.76773,0
2023-11-07,23,4275,2023-11-07 23:00,4.2,,0.9,70,,0,23.125,10.4,23,1,11,0,0,0,0,13.8,4223,4227,4497.208333,4.896,42.1196,0
2023-11-07,24,3901,2023-11-08 0:00,3.8,,1.6,72,,0,21.975,9.625,0,2,11,0,0,0,0,14.2,3856,3877,4499.375,4.4944,41.29384,0
2023-11-08,1,3544,2023-11-08 1:00,3.3,,1.9,72,,0,21.5,10.35,1,2,11,0,0,0,0,14.7,3509,3533,4501.25,4.0504,40.53244,0
2023-11-08,2,3247,2023-11-08 2:00,3,,2.3,73,,0,19.2,8.625,2,2,11,0,0,0,0,15,3220,3235,4502.708333,3.756,39.9554,0
2023-11-08,3,3097,2023-11-08 3:00,2.7,,2.5,76,,0,19.275,9.35,3,2,11,0,0,0,0,15.3,3072,3087,4503.833333,3.4008,39.12608,0
2023-11-08,4,3032,2023-11-08 4:00,2.5,,1.7,77,,0,18.225,8.55,4,2,11,0,0,0,0,15.5,3007,3021,4504.875,3.19,38.68845,0
2023-11-08,5,3070,2023-11-08 5:00,2.3,,0.6,78,,0,18.95,9.425,5,2,11,0,0,0,0,15.7,3040,3051,4505.916667,2.9776,38.24686,0
2023-11-08,6,3310,2023-11-08 6:00,2.4,,1.5,79,,0,19.45,9.35,6,2,11,0,0,0,0,15.6,3277,3274,4507.166667,3.0384,38.27894,0
2023-11-08,7,3801,2023-11-08 7:00,1.9,,2.1,82,,0,21.425,10.5,7,2,11,0,0,0,0,16.1,3758,3736,4508.541667,2.4832,37.08962,0
2023-11-08,8,4444,2023-11-08 8:00,2.5,,2.6,82,0.17,0,21.8,10.05,8,2,11,0,0,0,0,15.5,4380,4328,4510.333333,3.04,38.0627,0.0306
2023-11-08,9,4994,2023-11-08 9:00,4.6,,2.3,71,0.71,7,24.64102564,11.225,9,2,11,0,0,0,0,13.4,4895,4815,4513,5.2264,42.61644,0.1278
2023-11-08,10,5329,2023-11-08 10:00,7.2,,2.3,60,1.45,7,25.025,10.275,10,2,11,0,0,0,0,10.8,5201,5138,4517.125,7.648,47.4148,0.261
2023-11-08,11,5464,2023-11-08 11:00,9.1,,2.2,53,1.72,8,28.625,11.475,11,2,11,0,0,0,0,8.9,5236,5305,4522.458333,9.2692,50.50107,0.3096
2023-11-08,12,5418,2023-11-08 12:00,10.6,,2.3,46,1.74,8,27.18421053,11.26315789,12,2,11,0,0,0,0,7.4,5318,5340,4531.958333,10.4704,52.81784,0.3132
2023-11-08,13,5323,2023-11-08 13:00,12.7,,1.8,38,2.35,7,25.69444444,11.5,13,2,11,0,0,0,0,5.3,5264,5343,4536.125,12.0304,55.66854,0.423
2023-11-08,14,5282,2023-11-08 14:00,13.9,,0.5,29,2.12,2,22.64864865,9.945945946,14,2,11,0,0,0,0,4.1,5263,5369,4538.583333,12.7924,57.20259,0.3816
2023-11-08,15,5246,2023-11-08 15:00,16,,1.7,27,1.76,1,23.16216216,9.921052632,15,2,11,0,0,0,0,2,5239,5359,4539.375,14.248,59.4895,0.3168
2023-11-08,16,5222,2023-11-08 16:00,16,,1.5,28,1.16,1,22.16216216,9.243243243,16,2,11,0,0,0,0,2,5222,5354,4539.666667,14.272,59.498,0.2088
2023-11-08,17,5249,2023-11-08 17:00,14.1,,1.5,30,0.45,2,25.27027027,9.891891892,17,2,11,0,0,0,0,3.9,5271,5373,4539.666667,12.952,57.4117,0.081
2023-11-08,18,5396,2023-11-08 18:00,12.2,,0.7,39,0.02,0,26.28947368,11.92105263,18,2,11,0,0,0,0,5.8,5428,5484,4538.75,11.6632,55.04632,0.0036
2023-11-08,19,5342,2023-11-08 19:00,10.6,,0.6,46,,1,32.20512821,16.375,19,2,11,0,0,0,0,7.4,5391,5422,4537.416667,10.4704,52.81784,0
2023-11-08,20,5187,2023-11-08 20:00,10.1,,1.4,45,,5,36.25641026,20,20,2,11,0,0,0,0,7.9,5222,5247,4535.375,10.078,52.23505,0
2023-11-08,21,4933,2023-11-08 21:00,10,,1.4,46,,2,38.8974359,22.2,21,2,11,0,0,0,0,8,4969,4983,4533.916667,10,52.0586,0
2023-11-08,22,4639,2023-11-08 22:00,9.7,,0.8,48,,5,38.475,20.825,22,2,11,0,0,0,0,8.3,4672,4674,4532.416667,9.7624,51.57124,0
2023-11-08,23,4254,2023-11-08 23:00,9,,1.4,54,,5,38.28205128,20.55,23,2,11,0,0,0,0,9,4275,4304,4531.041667,9.184,50.3068,0
2023-11-08,24,3883,2023-11-09 0:00,8.5,,1.5,57,,3,35.375,18.475,0,3,11,0,0,0,0,9.5,3901,3943,4530.166667,8.758,49.43725,0
2023-11-09,1,3536,2023-11-09 1:00,8.1,,1.3,60,,0,33.375,18,1,3,11,0,0,0,0,9.9,3544,3583,4529.416667,8.404,48.6784,0
2023-11-09,2,3239,2023-11-09 2:00,7.6,,1.1,63,,0,29.35,15.975,2,3,11,0,0,0,0,10.4,3247,3284,4529.083333,7.9552,47.75242,0
2023-11-09,3,3089,2023-11-09 3:00,7.1,,2.2,68,,0,28.2,15.475,3,3,11,0,0,0,0,10.9,3097,3129,4528.75,7.4712,46.63752,0
2023-11-09,4,3020,2023-11-09 4:00,6.7,,2.1,70,,0,27.025,14.6,4,3,11,0,0,0,0,11.3,3032,3059,4528.416667,7.096,45.8771,0
2023-11-09,5,3053,2023-11-09 5:00,6.5,,2.4,70,,0,26.775,14.75,5,3,11,0,0,0,0,11.5,3070,3082,4527.916667,6.92,45.5765,0
2023-11-09,6,3295,2023-11-09 6:00,6.2,,1.5,72,,0,25.65,14.4,6,3,11,0,0,0,0,11.8,3310,3311,4527.208333,6.6256,44.94856,0
2023-11-09,7,3771,2023-11-09 7:00,6,,2.1,75,,0,28.05,15.6,7,3,11,0,0,0,0,12,3801,3777,4526.583333,6.4,44.3725,0
2023-11-09,8,4412,2023-11-09 8:00,6.6,,1,75,0.05,8,29.275,15.65,8,3,11,0,0,0,0,11.4,4444,4368,4525.333333,6.94,45.304,0.009
2023-11-09,9,4979,2023-11-09 9:00,8.4,,1.3,72,0.17,7,34.8,18.15,9,3,11,0,0,0,0,9.6,4994,4836,4524,8.5792,48.29872,0.0306
2023-11-09,10,5244,2023-11-09 10:00,11.5,,2.5,61,1.22,8,35.975,17.475,10,3,11,0,0,0,0,6.5,5329,5142,4523.375,11.266,53.41595,0.2196
2023-11-09,11,5350,2023-11-09 11:00,13.3,,1.4,58,1.21,8,37.71794872,18.43589744,11,3,11,0,0,0,0,4.7,5464,5305,4519.833333,12.7456,56.01566,0.2178
2023-11-09,12,5332,2023-11-09 12:00,15.1,,1,55,1.32,7,35.8974359,18.46153846,12,3,11,0,0,0,0,2.9,5418,5348,4515.083333,14.182,58.50845,0.2376
2023-11-09,13,5274,2023-11-09 13:00,17,,0.6,62,1.38,9,34.66666667,18.17948718,13,3,11,0,0,0,0,1,5323,5387,4511.5,15.936,61.2108,0.2484
2023-11-09,14,5280,2023-11-09 14:00,17.3,,1,62,0.59,9,33.67567568,16.51351351,14,3,11,0,0,0,0,0.7,5282,5463,4509.458333,16.1904,61.63794,0.1062
2023-11-09,15,5243,2023-11-09 15:00,18.3,,2.6,66,0.61,9,35.41666667,16.08333333,15,3,11,0,0,0,0.3,0,5246,5473,4509.375,17.1712,63.18682,0.1098
2023-11-09,16,5217,2023-11-09 16:00,18,,2.4,73,0.19,10,33.8974359,15.05263158,16,3,11,0,0,0,0,0,5222,5446,4509.25,17.136,62.9459,0.0342
2023-11-09,17,5293,2023-11-09 17:00,15.7,,4,90,0.03,10,32.55263158,14.59459459,17,3,11,0,0,0,0,2.3,5249,5450,4509.041667,15.472,59.5147,0.0054
2023-11-09,18,5425,2023-11-09 18:00,14.5,5.1,2.2,90,0.01,7,23.56756757,13.30769231,18,3,11,0,0,0,0,3.5,5396,5538,4510.875,14.32,57.4735,0.0018
2023-11-09,19,5324,2023-11-09 19:00,13.7,,2.1,89,,10,17.10810811,11.7,19,3,11,0,0,0,0,4.3,5342,5459,4512.083333,13.5372,56.12697,0
2023-11-09,20,5182,2023-11-09 20:00,13.2,,2,88,,10,22.775,15.15,20,3,11,0,0,0,0,4.8,5187,5261,4511.333333,13.0464,55.30064,0
